date,symbol,high,rolling_200d_high,days_since_200d_high
2025-09-11,ARB/USDC:USDC,0.53297,0.62558,18
2025-09-12,ARB/USDC:USDC,0.5504,0.62558,19
2025-09-13,ARB/USDC:USDC,0.55805,0.62558,20
2025-09-14,ARB/USDC:USDC,0.5427,0.62558,21
2025-09-15,ARB/USDC:USDC,0.52476,0.62558,22
2025-09-16,ARB/USDC:USDC,0.50117,0.62558,23
2025-09-17,ARB/USDC:USDC,0.52665,0.62558,24
2025-09-18,ARB/USDC:USDC,0.52896,0.62558,25
2025-09-19,ARB/USDC:USDC,0.53559,0.62558,26
2025-09-20,ARB/USDC:USDC,0.50003,0.62558,27
2025-09-21,ARB/USDC:USDC,0.49947,0.62558,28
2025-09-22,ARB/USDC:USDC,0.48316,0.62558,29
2025-09-23,ARB/USDC:USDC,0.44347,0.62558,30
2025-09-24,ARB/USDC:USDC,0.44337,0.62558,31
2025-09-25,ARB/USDC:USDC,0.43064,0.62558,32
2025-09-26,ARB/USDC:USDC,0.42608,0.62558,33
2025-09-27,ARB/USDC:USDC,0.42972,0.62558,34
2025-09-28,ARB/USDC:USDC,0.4326,0.62558,35
2025-09-29,ARB/USDC:USDC,0.43054,0.62558,36
2025-09-30,ARB/USDC:USDC,0.42434,0.62558,37
2025-10-01,ARB/USDC:USDC,0.4418,0.62558,38
2025-10-02,ARB/USDC:USDC,0.45688,0.62558,39
2025-10-03,ARB/USDC:USDC,0.4604,0.62558,40
2025-10-04,ARB/USDC:USDC,0.45289,0.62558,41
2025-10-05,ARB/USDC:USDC,0.45579,0.62558,42
2025-10-06,ARB/USDC:USDC,0.46747,0.62558,43
2025-10-07,ARB/USDC:USDC,0.46367,0.62558,44
2025-10-08,ARB/USDC:USDC,0.44012,0.62558,45
2025-10-09,ARB/USDC:USDC,0.43641,0.62558,46
2025-10-10,ARB/USDC:USDC,0.43166,0.62558,47
2025-10-11,ARB/USDC:USDC,0.32708,0.62558,48
2025-10-12,ARB/USDC:USDC,0.34546,0.62558,49
2025-10-13,ARB/USDC:USDC,0.36196,0.62558,50
2025-10-14,ARB/USDC:USDC,0.35932,0.62558,51
2025-10-15,ARB/USDC:USDC,0.35114,0.62558,52
2025-10-16,ARB/USDC:USDC,0.33567,0.62558,53
2025-03-31,ARK/USDC:USDC,0.31083,0.31083,0
2025-04-01,ARK/USDC:USDC,0.31061,0.31083,1
2025-04-02,ARK/USDC:USDC,0.3061,0.31083,2
2025-04-03,ARK/USDC:USDC,0.29157,0.31083,3
2025-04-04,ARK/USDC:USDC,0.29752,0.31083,4
2025-04-05,ARK/USDC:USDC,0.33398,0.33398,0
2025-04-06,ARK/USDC:USDC,0.39572,0.39572,0
2025-04-07,ARK/USDC:USDC,0.32508,0.39572,1
2025-04-08,ARK/USDC:USDC,0.37655,0.39572,2
2025-04-09,ARK/USDC:USDC,0.37395,0.39572,3
2025-04-10,ARK/USDC:USDC,0.38975,0.39572,4
2025-04-11,ARK/USDC:USDC,0.3618,0.39572,5
2025-04-12,ARK/USDC:USDC,0.55628,0.55628,0
2025-04-13,ARK/USDC:USDC,0.49259,0.55628,1
2025-04-14,ARK/USDC:USDC,0.43047,0.55628,2
2025-04-15,ARK/USDC:USDC,0.4764,0.55628,3
2025-04-16,ARK/USDC:USDC,0.53066,0.55628,4
2025-04-17,ARK/USDC:USDC,0.5373,0.55628,5
2025-04-18,ARK/USDC:USDC,0.49538,0.55628,6
2025-04-19,ARK/USDC:USDC,0.47996,0.55628,7
2025-04-20,ARK/USDC:USDC,0.53585,0.55628,8
2025-04-21,ARK/USDC:USDC,0.53473,0.55628,9
2025-04-22,ARK/USDC:USDC,0.51168,0.55628,10
2025-04-23,ARK/USDC:USDC,0.4858,0.55628,11
2025-04-24,ARK/USDC:USDC,0.47182,0.55628,12
2025-04-25,ARK/USDC:USDC,0.48407,0.55628,13
2025-04-26,ARK/USDC:USDC,0.47012,0.55628,14
2025-04-27,ARK/USDC:USDC,0.46566,0.55628,15
2025-04-28,ARK/USDC:USDC,0.46461,0.55628,16
2025-04-29,ARK/USDC:USDC,0.46048,0.55628,17
2025-04-30,ARK/USDC:USDC,0.44442,0.55628,18
2025-05-01,ARK/USDC:USDC,0.44949,0.55628,19
2025-05-02,ARK/USDC:USDC,0.42929,0.55628,20
2025-05-03,ARK/USDC:USDC,0.46282,0.55628,21
2025-05-04,ARK/USDC:USDC,0.46733,0.55628,22
2025-05-05,ARK/USDC:USDC,0.42417,0.55628,23
2025-05-06,ARK/USDC:USDC,0.4292,0.55628,24
2025-05-07,ARK/USDC:USDC,0.40394,0.55628,25
2025-05-08,ARK/USDC:USDC,0.43063,0.55628,26
2025-05-09,ARK/USDC:USDC,0.44234,0.55628,27
2025-05-10,ARK/USDC:USDC,0.45696,0.55628,28
2025-05-11,ARK/USDC:USDC,0.45774,0.55628,29
2025-05-12,ARK/USDC:USDC,0.45573,0.55628,30
2025-05-13,ARK/USDC:USDC,0.45178,0.55628,31
2025-05-14,ARK/USDC:USDC,0.46624,0.55628,32
2025-05-15,ARK/USDC:USDC,0.46747,0.55628,33
2025-05-16,ARK/USDC:USDC,0.43306,0.55628,34
2025-05-17,ARK/USDC:USDC,0.41848,0.55628,35
2025-05-18,ARK/USDC:USDC,0.42699,0.55628,36
2025-05-19,ARK/USDC:USDC,0.42443,0.55628,37
2025-05-20,ARK/USDC:USDC,0.42117,0.55628,38
2025-05-21,ARK/USDC:USDC,0.42715,0.55628,39
2025-05-22,ARK/USDC:USDC,0.43407,0.55628,40
2025-05-23,ARK/USDC:USDC,0.43792,0.55628,41
2025-05-24,ARK/USDC:USDC,0.42469,0.55628,42
2025-05-25,ARK/USDC:USDC,0.41963,0.55628,43
2025-05-26,ARK/USDC:USDC,0.40992,0.55628,44
2025-05-27,ARK/USDC:USDC,0.41037,0.55628,45
2025-05-28,ARK/USDC:USDC,0.41629,0.55628,46
2025-05-29,ARK/USDC:USDC,0.41792,0.55628,47
2025-05-30,ARK/USDC:USDC,0.40541,0.55628,48
2025-05-31,ARK/USDC:USDC,0.36826,0.55628,49
2025-06-01,ARK/USDC:USDC,0.37215,0.55628,50
2025-06-02,ARK/USDC:USDC,0.38212,0.55628,51
2025-06-03,ARK/USDC:USDC,0.38868,0.55628,52
2025-06-04,ARK/USDC:USDC,0.38623,0.55628,53
2025-06-05,ARK/USDC:USDC,0.37837,0.55628,54
2025-06-06,ARK/USDC:USDC,0.36938,0.55628,55
2025-06-07,ARK/USDC:USDC,0.37172,0.55628,56
2025-06-08,ARK/USDC:USDC,0.37505,0.55628,57
2025-06-09,ARK/USDC:USDC,0.38464,0.55628,58
2025-06-10,ARK/USDC:USDC,0.39939,0.55628,59
2025-06-11,ARK/USDC:USDC,0.39744,0.55628,60
2025-06-12,ARK/USDC:USDC,0.41278,0.55628,61
2025-06-13,ARK/USDC:USDC,0.37499,0.55628,62
2025-06-14,ARK/USDC:USDC,0.36732,0.55628,63
2025-06-15,ARK/USDC:USDC,0.36451,0.55628,64
2025-06-16,ARK/USDC:USDC,0.37193,0.55628,65
2025-06-17,ARK/USDC:USDC,0.36327,0.55628,66
2025-06-18,ARK/USDC:USDC,0.34821,0.55628,67
2025-06-19,ARK/USDC:USDC,0.35663,0.55628,68
2025-06-20,ARK/USDC:USDC,0.35781,0.55628,69
2025-06-21,ARK/USDC:USDC,0.35534,0.55628,70
2025-06-22,ARK/USDC:USDC,0.34352,0.55628,71
2025-06-23,ARK/USDC:USDC,0.35324,0.55628,72
2025-06-24,ARK/USDC:USDC,0.3651,0.55628,73
2025-06-25,ARK/USDC:USDC,0.36978,0.55628,74
2025-06-26,ARK/USDC:USDC,0.36508,0.55628,75
2025-06-27,ARK/USDC:USDC,0.35441,0.55628,76
2025-06-28,ARK/USDC:USDC,0.35711,0.55628,77
2025-06-29,ARK/USDC:USDC,0.36614,0.55628,78
2025-06-30,ARK/USDC:USDC,0.36637,0.55628,79
2025-07-01,ARK/USDC:USDC,0.35604,0.55628,80
2025-07-02,ARK/USDC:USDC,0.4034,0.55628,81
2025-07-03,ARK/USDC:USDC,0.39545,0.55628,82
2025-07-04,ARK/USDC:USDC,0.4552,0.55628,83
2025-07-05,ARK/USDC:USDC,0.4353,0.55628,84
2025-07-06,ARK/USDC:USDC,0.42929,0.55628,85
2025-07-07,ARK/USDC:USDC,0.42104,0.55628,86
2025-07-08,ARK/USDC:USDC,0.40305,0.55628,87
2025-07-09,ARK/USDC:USDC,0.40108,0.55628,88
2025-07-10,ARK/USDC:USDC,0.40109,0.55628,89
2025-07-11,ARK/USDC:USDC,0.42038,0.55628,90
2025-07-12,ARK/USDC:USDC,0.62151,0.62151,0
2025-07-13,ARK/USDC:USDC,0.49166,0.62151,1
2025-07-14,ARK/USDC:USDC,0.4567,0.62151,2
2025-07-15,ARK/USDC:USDC,0.46046,0.62151,3
2025-07-16,ARK/USDC:USDC,0.45764,0.62151,4
2025-07-17,ARK/USDC:USDC,0.4552,0.62151,5
2025-07-18,ARK/USDC:USDC,0.5011,0.62151,6
2025-07-19,ARK/USDC:USDC,0.4996,0.62151,7
2025-07-20,ARK/USDC:USDC,0.55396,0.62151,8
2025-07-21,ARK/USDC:USDC,0.52491,0.62151,9
2025-07-22,ARK/USDC:USDC,0.50084,0.62151,10
2025-07-23,ARK/USDC:USDC,0.54551,0.62151,11
2025-07-24,ARK/USDC:USDC,0.54217,0.62151,12
2025-07-25,ARK/USDC:USDC,0.49203,0.62151,13
2025-07-26,ARK/USDC:USDC,0.48354,0.62151,14
2025-07-27,ARK/USDC:USDC,0.49423,0.62151,15
2025-07-28,ARK/USDC:USDC,0.51324,0.62151,16
2025-07-29,ARK/USDC:USDC,0.48115,0.62151,17
2025-07-30,ARK/USDC:USDC,0.45247,0.62151,18
2025-07-31,ARK/USDC:USDC,0.4598,0.62151,19
2025-08-01,ARK/USDC:USDC,0.43461,0.62151,20
2025-08-02,ARK/USDC:USDC,0.42946,0.62151,21
2025-08-03,ARK/USDC:USDC,0.42908,0.62151,22
2025-08-04,ARK/USDC:USDC,0.44085,0.62151,23
2025-08-05,ARK/USDC:USDC,0.45194,0.62151,24
2025-08-06,ARK/USDC:USDC,0.43628,0.62151,25
2025-08-07,ARK/USDC:USDC,0.45466,0.62151,26
2025-08-08,ARK/USDC:USDC,0.46553,0.62151,27
2025-08-09,ARK/USDC:USDC,0.48405,0.62151,28
2025-08-10,ARK/USDC:USDC,0.49849,0.62151,29
2025-08-11,ARK/USDC:USDC,0.46673,0.62151,30
2025-08-12,ARK/USDC:USDC,0.46323,0.62151,31
2025-08-13,ARK/USDC:USDC,0.47045,0.62151,32
2025-08-14,ARK/USDC:USDC,0.47313,0.62151,33
2025-08-15,ARK/USDC:USDC,0.44686,0.62151,34
2025-08-16,ARK/USDC:USDC,0.44733,0.62151,35
2025-08-17,ARK/USDC:USDC,0.45305,0.62151,36
2025-08-18,ARK/USDC:USDC,0.44417,0.62151,37
2025-08-19,ARK/USDC:USDC,0.43787,0.62151,38
2025-08-20,ARK/USDC:USDC,0.45576,0.62151,39
2025-08-21,ARK/USDC:USDC,0.46605,0.62151,40
2025-08-22,ARK/USDC:USDC,0.46789,0.62151,41
2025-08-23,ARK/USDC:USDC,0.4797,0.62151,42
2025-08-24,ARK/USDC:USDC,0.48132,0.62151,43
2025-08-25,ARK/USDC:USDC,0.47013,0.62151,44
2025-08-26,ARK/USDC:USDC,0.45609,0.62151,45
2025-08-27,ARK/USDC:USDC,0.46221,0.62151,46
2025-08-28,ARK/USDC:USDC,0.46721,0.62151,47
2025-08-29,ARK/USDC:USDC,0.46478,0.62151,48
2025-08-30,ARK/USDC:USDC,0.44452,0.62151,49
2025-08-31,ARK/USDC:USDC,0.44982,0.62151,50
2025-09-01,ARK/USDC:USDC,0.43614,0.62151,51
2025-09-02,ARK/USDC:USDC,0.43554,0.62151,52
2025-09-03,ARK/USDC:USDC,0.43626,0.62151,53
2025-09-04,ARK/USDC:USDC,0.43417,0.62151,54
2025-09-05,ARK/USDC:USDC,0.43473,0.62151,55
2025-09-06,ARK/USDC:USDC,0.4681,0.62151,56
2025-09-07,ARK/USDC:USDC,0.43227,0.62151,57
2025-09-08,ARK/USDC:USDC,0.45038,0.62151,58
2025-09-09,ARK/USDC:USDC,0.4584,0.62151,59
2025-09-10,ARK/USDC:USDC,0.45795,0.62151,60
2025-09-11,ARK/USDC:USDC,0.45572,0.62151,61
2025-09-12,ARK/USDC:USDC,0.46599,0.62151,62
2025-09-13,ARK/USDC:USDC,0.47644,0.62151,63
2025-09-14,ARK/USDC:USDC,0.53066,0.62151,64
2025-09-15,ARK/USDC:USDC,0.4989,0.62151,65
2025-09-16,ARK/USDC:USDC,0.46059,0.62151,66
2025-09-17,ARK/USDC:USDC,0.47193,0.62151,67
2025-09-18,ARK/USDC:USDC,0.47455,0.62151,68
2025-09-19,ARK/USDC:USDC,0.47426,0.62151,69
2025-09-20,ARK/USDC:USDC,0.46759,0.62151,70
2025-09-21,ARK/USDC:USDC,0.46324,0.62151,71
2025-09-22,ARK/USDC:USDC,0.45256,0.62151,72
2025-09-23,ARK/USDC:USDC,0.44246,0.62151,73
2025-09-24,ARK/USDC:USDC,0.46149,0.62151,74
2025-09-25,ARK/USDC:USDC,0.43454,0.62151,75
2025-09-26,ARK/USDC:USDC,0.43676,0.62151,76
2025-09-27,ARK/USDC:USDC,0.41986,0.62151,77
2025-09-28,ARK/USDC:USDC,0.42278,0.62151,78
2025-09-29,ARK/USDC:USDC,0.42251,0.62151,79
2025-09-30,ARK/USDC:USDC,0.42613,0.62151,80
2025-10-01,ARK/USDC:USDC,0.43708,0.62151,81
2025-10-02,ARK/USDC:USDC,0.45245,0.62151,82
2025-10-03,ARK/USDC:USDC,0.46081,0.62151,83
2025-10-04,ARK/USDC:USDC,0.45217,0.62151,84
2025-10-05,ARK/USDC:USDC,0.45313,0.62151,85
2025-10-06,ARK/USDC:USDC,0.45763,0.62151,86
2025-10-07,ARK/USDC:USDC,0.45443,0.62151,87
2025-10-08,ARK/USDC:USDC,0.44251,0.62151,88
2025-10-09,ARK/USDC:USDC,0.44346,0.62151,89
2025-10-10,ARK/USDC:USDC,0.434,0.62151,90
2025-10-11,ARK/USDC:USDC,0.37353,0.62151,91
2025-10-12,ARK/USDC:USDC,0.38995,0.62151,92
2025-10-13,ARK/USDC:USDC,0.38667,0.62151,93
2025-10-14,ARK/USDC:USDC,0.38216,0.62151,94
2025-10-15,ARK/USDC:USDC,0.36811,0.62151,95
2025-10-16,ARK/USDC:USDC,0.35555,0.62151,96
2025-09-19,ASTER/USDC:USDC,0.90371,0.90371,0
2025-09-20,ASTER/USDC:USDC,1.796,1.796,0
2025-09-21,ASTER/USDC:USDC,2.0167,2.0167,0
2025-09-22,ASTER/USDC:USDC,1.6618,2.0167,1
2025-09-23,ASTER/USDC:USDC,2.1669,2.1669,0
2025-09-24,ASTER/USDC:USDC,2.4363,2.4363,0
2025-09-25,ASTER/USDC:USDC,2.3864,2.4363,1
2025-09-26,ASTER/USDC:USDC,2.169,2.4363,2
2025-09-27,ASTER/USDC:USDC,2.1448,2.4363,3
2025-09-28,ASTER/USDC:USDC,1.9431,2.4363,4
2025-09-29,ASTER/USDC:USDC,2.0,2.4363,5
2025-09-30,ASTER/USDC:USDC,1.9774,2.4363,6
2025-10-01,ASTER/USDC:USDC,1.7386,2.4363,7
2025-10-02,ASTER/USDC:USDC,1.8715,2.4363,8
2025-10-03,ASTER/USDC:USDC,2.1516,2.4363,9
2025-10-04,ASTER/USDC:USDC,2.275,2.4363,10
2025-10-05,ASTER/USDC:USDC,2.1075,2.4363,11
2025-10-06,ASTER/USDC:USDC,2.2178,2.4363,12
2025-10-07,ASTER/USDC:USDC,2.1895,2.4363,13
2025-10-08,ASTER/USDC:USDC,2.1129,2.4363,14
2025-10-09,ASTER/USDC:USDC,1.9288,2.4363,15
2025-10-10,ASTER/USDC:USDC,1.837,2.4363,16
2025-10-11,ASTER/USDC:USDC,1.4122,2.4363,17
2025-10-12,ASTER/USDC:USDC,1.5343,2.4363,18
2025-10-13,ASTER/USDC:USDC,1.5877,2.4363,19
2025-10-14,ASTER/USDC:USDC,1.5276,2.4363,20
2025-10-15,ASTER/USDC:USDC,1.5341,2.4363,21
2025-10-16,ASTER/USDC:USDC,1.3648,2.4363,22
2025-03-31,ATOM/USDC:USDC,4.4594,4.4594,0
2025-04-01,ATOM/USDC:USDC,4.537,4.537,0
2025-04-02,ATOM/USDC:USDC,4.5995,4.5995,0
2025-04-03,ATOM/USDC:USDC,4.7064,4.7064,0
2025-04-04,ATOM/USDC:USDC,5.0847,5.0847,0
2025-04-05,ATOM/USDC:USDC,5.0092,5.0847,1
2025-04-06,ATOM/USDC:USDC,4.8261,5.0847,2
2025-04-07,ATOM/USDC:USDC,4.6019,5.0847,3
2025-04-08,ATOM/USDC:USDC,4.4253,5.0847,4
2025-04-09,ATOM/USDC:USDC,4.5796,5.0847,5
2025-04-10,ATOM/USDC:USDC,4.5411,5.0847,6
2025-04-11,ATOM/USDC:USDC,4.4115,5.0847,7
2025-04-12,ATOM/USDC:USDC,4.394,5.0847,8
2025-04-13,ATOM/USDC:USDC,4.3833,5.0847,9
2025-04-14,ATOM/USDC:USDC,4.2718,5.0847,10
2025-04-15,ATOM/USDC:USDC,4.1778,5.0847,11
2025-04-16,ATOM/USDC:USDC,4.088,5.0847,12
2025-04-17,ATOM/USDC:USDC,4.1888,5.0847,13
2025-04-18,ATOM/USDC:USDC,4.22,5.0847,14
2025-04-19,ATOM/USDC:USDC,4.246,5.0847,15
2025-04-20,ATOM/USDC:USDC,4.1796,5.0847,16
2025-04-21,ATOM/USDC:USDC,4.2888,5.0847,17
2025-04-22,ATOM/USDC:USDC,4.3321,5.0847,18
2025-04-23,ATOM/USDC:USDC,4.4366,5.0847,19
2025-04-24,ATOM/USDC:USDC,4.6075,5.0847,20
2025-04-25,ATOM/USDC:USDC,4.6217,5.0847,21
2025-04-26,ATOM/USDC:USDC,4.7253,5.0847,22
2025-04-27,ATOM/USDC:USDC,4.6203,5.0847,23
2025-04-28,ATOM/USDC:USDC,4.4915,5.0847,24
2025-04-29,ATOM/USDC:USDC,4.5317,5.0847,25
2025-04-30,ATOM/USDC:USDC,4.424,5.0847,26
2025-05-01,ATOM/USDC:USDC,4.4773,5.0847,27
2025-05-02,ATOM/USDC:USDC,4.5104,5.0847,28
2025-05-03,ATOM/USDC:USDC,4.3667,5.0847,29
2025-05-04,ATOM/USDC:USDC,4.2434,5.0847,30
2025-05-05,ATOM/USDC:USDC,4.1967,5.0847,31
2025-05-06,ATOM/USDC:USDC,4.1155,5.0847,32
2025-05-07,ATOM/USDC:USDC,4.1846,5.0847,33
2025-05-08,ATOM/USDC:USDC,4.587,5.0847,34
2025-05-09,ATOM/USDC:USDC,4.9969,5.0847,35
2025-05-10,ATOM/USDC:USDC,5.3932,5.3932,0
2025-05-11,ATOM/USDC:USDC,5.419,5.419,0
2025-05-12,ATOM/USDC:USDC,5.5049,5.5049,0
2025-05-13,ATOM/USDC:USDC,5.3629,5.5049,1
2025-05-14,ATOM/USDC:USDC,5.3475,5.5049,2
2025-05-15,ATOM/USDC:USDC,5.1298,5.5049,3
2025-05-16,ATOM/USDC:USDC,4.9844,5.5049,4
2025-05-17,ATOM/USDC:USDC,4.8695,5.5049,5
2025-05-18,ATOM/USDC:USDC,5.132,5.5049,6
2025-05-19,ATOM/USDC:USDC,4.9999,5.5049,7
2025-05-20,ATOM/USDC:USDC,4.8864,5.5049,8
2025-05-21,ATOM/USDC:USDC,5.063,5.5049,9
2025-05-22,ATOM/USDC:USDC,5.2272,5.5049,10
2025-05-23,ATOM/USDC:USDC,5.708,5.708,0
2025-05-24,ATOM/USDC:USDC,4.8631,5.708,1
2025-05-25,ATOM/USDC:USDC,4.8172,5.708,2
2025-05-26,ATOM/USDC:USDC,4.9475,5.708,3
2025-05-27,ATOM/USDC:USDC,4.9623,5.708,4
2025-05-28,ATOM/USDC:USDC,4.854,5.708,5
2025-05-29,ATOM/USDC:USDC,4.9198,5.708,6
2025-05-30,ATOM/USDC:USDC,4.6367,5.708,7
2025-05-31,ATOM/USDC:USDC,4.3884,5.708,8
2025-06-01,ATOM/USDC:USDC,4.3848,5.708,9
2025-06-02,ATOM/USDC:USDC,4.4911,5.708,10
2025-06-03,ATOM/USDC:USDC,4.5279,5.708,11
2025-06-04,ATOM/USDC:USDC,4.4679,5.708,12
2025-06-05,ATOM/USDC:USDC,4.3515,5.708,13
2025-06-06,ATOM/USDC:USDC,4.289,5.708,14
2025-06-07,ATOM/USDC:USDC,4.326,5.708,15
2025-06-08,ATOM/USDC:USDC,4.3258,5.708,16
2025-06-09,ATOM/USDC:USDC,4.4437,5.708,17
2025-06-10,ATOM/USDC:USDC,4.6273,5.708,18
2025-06-11,ATOM/USDC:USDC,4.6278,5.708,19
2025-06-12,ATOM/USDC:USDC,4.5146,5.708,20
2025-06-13,ATOM/USDC:USDC,4.2129,5.708,21
2025-06-14,ATOM/USDC:USDC,4.1565,5.708,22
2025-06-15,ATOM/USDC:USDC,4.1291,5.708,23
2025-06-16,ATOM/USDC:USDC,4.2939,5.708,24
2025-06-17,ATOM/USDC:USDC,4.1973,5.708,25
2025-06-18,ATOM/USDC:USDC,4.0709,5.708,26
2025-06-19,ATOM/USDC:USDC,4.0711,5.708,27
2025-06-20,ATOM/USDC:USDC,4.078,5.708,28
2025-06-21,ATOM/USDC:USDC,3.9861,5.708,29
2025-06-22,ATOM/USDC:USDC,3.8433,5.708,30
2025-06-23,ATOM/USDC:USDC,4.0942,5.708,31
2025-06-24,ATOM/USDC:USDC,4.1363,5.708,32
2025-06-25,ATOM/USDC:USDC,4.0783,5.708,33
2025-06-26,ATOM/USDC:USDC,4.0618,5.708,34
2025-06-27,ATOM/USDC:USDC,3.9451,5.708,35
2025-06-28,ATOM/USDC:USDC,4.0261,5.708,36
2025-06-29,ATOM/USDC:USDC,4.2288,5.708,37
2025-06-30,ATOM/USDC:USDC,4.2339,5.708,38
2025-07-01,ATOM/USDC:USDC,4.109,5.708,39
2025-07-02,ATOM/USDC:USDC,4.2515,5.708,40
2025-07-03,ATOM/USDC:USDC,4.2637,5.708,41
2025-07-04,ATOM/USDC:USDC,4.1961,5.708,42
2025-07-05,ATOM/USDC:USDC,4.0318,5.708,43
2025-07-06,ATOM/USDC:USDC,4.1315,5.708,44
2025-07-07,ATOM/USDC:USDC,4.1105,5.708,45
2025-07-08,ATOM/USDC:USDC,4.1723,5.708,46
2025-07-09,ATOM/USDC:USDC,4.3583,5.708,47
2025-07-10,ATOM/USDC:USDC,4.621,5.708,48
2025-07-11,ATOM/USDC:USDC,4.7933,5.708,49
2025-07-12,ATOM/USDC:USDC,4.728,5.708,50
2025-07-13,ATOM/USDC:USDC,4.756,5.708,51
2025-07-14,ATOM/USDC:USDC,4.8546,5.708,52
2025-07-15,ATOM/USDC:USDC,4.7144,5.708,53
2025-07-16,ATOM/USDC:USDC,4.885,5.708,54
2025-07-17,ATOM/USDC:USDC,4.905,5.708,55
2025-07-18,ATOM/USDC:USDC,5.1641,5.708,56
2025-07-19,ATOM/USDC:USDC,5.0504,5.708,57
2025-07-20,ATOM/USDC:USDC,5.2806,5.708,58
2025-07-21,ATOM/USDC:USDC,5.3224,5.708,59
2025-07-22,ATOM/USDC:USDC,5.2107,5.708,60
2025-07-23,ATOM/USDC:USDC,5.1394,5.708,61
2025-07-24,ATOM/USDC:USDC,4.8005,5.708,62
2025-07-25,ATOM/USDC:USDC,4.7365,5.708,63
2025-07-26,ATOM/USDC:USDC,4.8367,5.708,64
2025-07-27,ATOM/USDC:USDC,4.8885,5.708,65
2025-07-28,ATOM/USDC:USDC,4.9481,5.708,66
2025-07-29,ATOM/USDC:USDC,4.7682,5.708,67
2025-07-30,ATOM/USDC:USDC,4.6175,5.708,68
2025-07-31,ATOM/USDC:USDC,4.5156,5.708,69
2025-08-01,ATOM/USDC:USDC,4.2592,5.708,70
2025-08-02,ATOM/USDC:USDC,4.1954,5.708,71
2025-08-03,ATOM/USDC:USDC,4.2826,5.708,72
2025-08-04,ATOM/USDC:USDC,4.3353,5.708,73
2025-08-05,ATOM/USDC:USDC,4.3139,5.708,74
2025-08-06,ATOM/USDC:USDC,4.3391,5.708,75
2025-08-07,ATOM/USDC:USDC,4.468,5.708,76
2025-08-08,ATOM/USDC:USDC,4.6619,5.708,77
2025-08-09,ATOM/USDC:USDC,4.7953,5.708,78
2025-08-10,ATOM/USDC:USDC,4.8035,5.708,79
2025-08-11,ATOM/USDC:USDC,4.7791,5.708,80
2025-08-12,ATOM/USDC:USDC,4.792,5.708,81
2025-08-13,ATOM/USDC:USDC,4.8975,5.708,82
2025-08-14,ATOM/USDC:USDC,4.9219,5.708,83
2025-08-15,ATOM/USDC:USDC,4.6269,5.708,84
2025-08-16,ATOM/USDC:USDC,4.6,5.708,85
2025-08-17,ATOM/USDC:USDC,4.7558,5.708,86
2025-08-18,ATOM/USDC:USDC,4.6263,5.708,87
2025-08-19,ATOM/USDC:USDC,4.5064,5.708,88
2025-08-20,ATOM/USDC:USDC,4.5,5.708,89
2025-08-21,ATOM/USDC:USDC,4.5115,5.708,90
2025-08-22,ATOM/USDC:USDC,4.8539,5.708,91
2025-08-23,ATOM/USDC:USDC,4.9355,5.708,92
2025-08-24,ATOM/USDC:USDC,4.9675,5.708,93
2025-08-25,ATOM/USDC:USDC,4.848,5.708,94
2025-08-26,ATOM/USDC:USDC,4.5798,5.708,95
2025-08-27,ATOM/USDC:USDC,4.5961,5.708,96
2025-08-28,ATOM/USDC:USDC,4.8072,5.708,97
2025-08-29,ATOM/USDC:USDC,4.8071,5.708,98
2025-08-30,ATOM/USDC:USDC,4.5558,5.708,99
2025-08-31,ATOM/USDC:USDC,4.6155,5.708,100
2025-09-01,ATOM/USDC:USDC,4.5938,5.708,101
2025-09-02,ATOM/USDC:USDC,4.4645,5.708,102
2025-09-03,ATOM/USDC:USDC,4.5621,5.708,103
2025-09-04,ATOM/USDC:USDC,4.5373,5.708,104
2025-09-05,ATOM/USDC:USDC,4.5516,5.708,105
2025-09-06,ATOM/USDC:USDC,4.457,5.708,106
2025-09-07,ATOM/USDC:USDC,4.5054,5.708,107
2025-09-08,ATOM/USDC:USDC,4.5925,5.708,108
2025-09-09,ATOM/USDC:USDC,4.679,5.708,109
2025-09-10,ATOM/USDC:USDC,4.7152,5.708,110
2025-09-11,ATOM/USDC:USDC,4.91,5.708,111
2025-09-12,ATOM/USDC:USDC,4.7534,5.708,112
2025-09-13,ATOM/USDC:USDC,4.8893,5.708,113
2025-09-14,ATOM/USDC:USDC,4.8315,5.708,114
2025-09-15,ATOM/USDC:USDC,4.6798,5.708,115
2025-09-16,ATOM/USDC:USDC,4.5692,5.708,116
2025-09-17,ATOM/USDC:USDC,4.6417,5.708,117
2025-09-18,ATOM/USDC:USDC,4.7028,5.708,118
2025-09-19,ATOM/USDC:USDC,4.7509,5.708,119
2025-09-20,ATOM/USDC:USDC,4.496,5.708,120
2025-09-21,ATOM/USDC:USDC,4.5099,5.708,121
2025-09-22,ATOM/USDC:USDC,4.4169,5.708,122
2025-09-23,ATOM/USDC:USDC,4.2269,5.708,123
2025-09-24,ATOM/USDC:USDC,4.2247,5.708,124
2025-09-25,ATOM/USDC:USDC,4.1608,5.708,125
2025-09-26,ATOM/USDC:USDC,4.1762,5.708,126
2025-09-27,ATOM/USDC:USDC,4.1553,5.708,127
2025-09-28,ATOM/USDC:USDC,4.1849,5.708,128
2025-09-29,ATOM/USDC:USDC,4.1815,5.708,129
2025-09-30,ATOM/USDC:USDC,4.1119,5.708,130
2025-10-01,ATOM/USDC:USDC,4.256,5.708,131
